CC_Pop,avg_nuclei,rerun16,Sample_ID,HEXTag,DECTag,DPH,Sex,FLeng_mm,TLeng_mm,mass_g,K,SGR,DNA_pg,Celltype,Smear_Pop,Smr_samp,Diam_um,avg_volume_um3,avg_volume_uL,avg_surface_um2,SAVratio,Event_,n_CC,avg_allTLmm,allTL_sd,allTL_max,allTL_min,avg_allFLmm,allFL_sd,allFL_max,allFL_min,avg_allg,allg_sd,allg_max,allg_min,avg_allk,allK_sd,allK_max,allK_min,avg_allsgr,allsgr_sd,allsgr_max,allsgr_min,avg_allploidy,allploid_sd,allploid_max,allploid_min,avg_8ploidy,max_ploid,min_ploid,sd_ploid,avg_NDiam,sd_NDiam,min_NDiam,max_NDiam,avg_CDiam,sd_CDiam,min_CDiam,max_CDiam,avg_SCDiam,sd_SCDiam,min_SCDiam,max_SCDiam,avg_SNDiam,sd_SNDiam,min_SNDiam,max_SNDiam,n_smear,avg_Nvol_um3,sd_Nvol_um3,min_Nvol_um3,max_Nvol_um3,avg_Cvol_um3,sd_Cvol_um3,min_Cvol_um3,max_Cvol_um3,avg_Nvol_uL,sd_Nvol_uL,min_Nvol_uL,max_Nvol_uL,avg_Cvol_uL,sd_Cvol_uL,min_Cvol_uL,max_Cvol_uL,avg_Nsurf_um2,sd_Nsurf_um2,min_Nsurf_um2,max_Nsurf_um2,avg_Csurf_um2,sd_Csurf_um2,min_Csurf_um2,max_Csurf_um2,avg_CSAV,sd_CSAV,min_CSAV,max_CSAV,avg_NSAV,sd_NSAV,min_NSAV,max_NSAV
PDB,47.18916667,,235,,,,,691,785,3300,0.682189404,,,avg_cell,LR,LR98,33.18493,9021.896141,9.0219E-06,593.8953635,0.06582822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.18916667,,236,,,,,778,875,4000,0.597084548,,,avg_cell,LR,LR116,28.47333,6562.100591,6.5621E-06,469.1709813,0.071497072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.79803333,,238,,,,,612,761,3250,0.737444584,,,avg_cell,LR,LR119,29.78495,6796.80228,6.7968E-06,488.3613955,0.071851641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,45.9714,,239,,,,,1000,1120,6350,0.451980457,,,avg_cell,LR,LR127,28.50235,6516.08746,6.51609E-06,467.7613745,0.071785619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.4069,,240,,,,,1000,1100,6250,0.469571751,,,avg_cell,LR,LR128,28.4333,5937.906319,5.93791E-06,445.9856393,0.075108231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.4069,,241,,,,,983,1100,8000,0.601051841,,,avg_cell,LR,LR136,31.28255,7947.548029,7.94755E-06,541.200544,0.068096543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.4069,,242,,,,,880,985,4500,0.470873037,,,avg_cell,LR,LR139,31.42408,8169.76725,8.16977E-06,549.9544216,0.0673158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.79803333,,243,,,,,900,1000,5000,0.5,,,avg_cell,LR,LR141,28.10965,6205.546375,6.20555E-06,453.3235719,0.073051355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.4069,,245,,,,,1150,1305,14515,0.653108754,,,avg_nuclei,LR,LR19,12.51463,503.7444668,5.03744E-07,86.17964914,0.171078106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.79803333,,246,,,,,1224,1365,16783,0.659890142,,,avg_nuclei,LR,LR23,13.17885,625.1916453,6.25192E-07,98.52261049,0.157587855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.4069,,247,,,,,1163,1276,13154,0.633148838,,,avg_nuclei,LR,LR50,11.965,488.533343,4.88533E-07,82.9839354,0.169863402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.79803333,,248,,,,,767,956,4000,0.457811096,,,avg_nuclei,LR,LR56,13.63585,767.2394007,7.67239E-07,111.0189528,0.144699233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.4069,,249,,,,,1061,1163,10000,0.635712653,,,avg_nuclei,LR,LR63,12.43065,478.8742767,4.78874E-07,83.74294775,0.1748746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.18916667,,250,,,,,827,928,4650,0.581847301,,,avg_nuclei,LR,LR66,13.64268,642.2074148,6.42207E-07,101.5963427,0.158198645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.4069,,251,,,,,1000,1100,7300,0.548459805,,,avg_nuclei,LR,LR85,13.19955,625.9105209,6.25911E-07,98.656626,0.157620974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.79803333,,255,,,,,952,1061,6600,0.552583336,,,avg_nuclei,LR,LR98,14.6275,833.1979102,8.33198E-07,119.8256268,0.143814123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,49.6247,,265,,,,,845,915,5000,0.652689644,,,avg_nuclei,LR,LR116,12.24258,494.5461032,4.94546E-07,84.45598621,0.170774748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.4069,,266,,,,,1000,1105,6550,0.485461134,,,avg_nuclei,LR,LR119,12.6739,534.9540409,5.34954E-07,89.37250781,0.167065768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.79803333,,267,,,,,810,900,3750,0.514403292,,,avg_nuclei,LR,LR127,12.99278,571.6080244,5.71608E-07,93.53857967,0.163641124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.18916667,,268,,,,,752,845,3550,0.588380439,,,avg_nuclei,LR,LR128,13.34733,541.074651,5.41075E-07,92.23937748,0.170474402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,46.5803,,270,,,,,733,825,3150,0.560981718,,,avg_nuclei,LR,LR136,14.5458,718.6378347,7.18638E-07,110.972256,0.154420281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,45.9714,,271,,,,,752,845,2700,0.447500616,,,avg_nuclei,LR,LR139,13.63735,616.659117,6.16659E-07,99.53553198,0.161410947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.18916667,,272,,,,,860,955,4950,0.568322806,,,avg_nuclei,LR,LR141,12.56805,532.8285151,5.32829E-07,88.82152992,0.166698154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,46.5803,,273,,,,,1243,1312,16783,0.743135639,,,avg_cell,UMMay,B2,30.52793,6552.267283,6.55227E-06,485.4394324,0.074087245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,49.0158,,274,,,,,1065,1200,7800,0.451388889,,,avg_cell,UMMay,B3,32.52725,7897.993374,7.89799E-06,550.1392443,0.069655572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,49.01586667,,275,,,,,1100,1228,12701,0.685871593,,,avg_cell,UMMay,B9,35.13153,9902.478558,9.90248E-06,640.1932011,0.064649794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.79803333,,276,,,,,1056,1126,8000,0.560369921,,,avg_cell,UMMay,B10,33.60583,8794.681162,8.79468E-06,590.0759754,0.067094641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.18916667,,277,,,,,732,835,3500,0.601185667,,,avg_cell,UMMay,B11,32.68213,6865.445214,6.86545E-06,514.1384687,0.074887855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.4069,,278,,,,,823,930,5100,0.634046822,,,avg_cell,UMMay,B16,32.80188,8039.748647,8.03975E-06,557.3925678,0.069329601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,46.5803,,281,,,,,910,1010,5700,0.553236384,,,avg_cell,UMMay,B17,33.77923,8753.755272,8.75376E-06,590.2182627,0.067424579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.4069,,282,,,,,852,955,9000,1.033314193,,,avg_cell,UMMay,B21,35.59398,9302.669807,9.30267E-06,624.5721995,0.067139027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.18916667,,284,,,,,845,945,4400,0.521383461,,,avg_cell,UMMay,B22,34.01365,9154.902993,9.1549E-06,605.6811571,0.066159211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,46.5803,,285,,,,,1035,1160,7257,0.464925274,,,avg_cell,UMMay,B23,32.73838,7555.563845,7.55556E-06,539.8245144,0.071447284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.18916667,,287,,,,,1160,1320,16329,0.7099664,,,avg_cell,UMMay,B29,33.11008,7664.622363,7.66462E-06,546.784338,0.071338719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,49.0158,,288,,,,,920,1043,6000,0.528808376,,,avg_cell,UMMay,B30,33.58645,8427.737266,8.42774E-06,577.4682558,0.068519964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.4069,,289,,,,,802,905,5700,0.769004919,,,avg_cell,UMMay,B40,33.23933,8836.895313,8.8369E-06,588.2562578,0.066568205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.79803333,,290,,,,,1138,1257,15422,0.77648821,,,avg_cell,UMMay,B42,32.70295,7033.21305,7.03321E-06,520.5481676,0.074012854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,46.5803,,291,,,,,980,1103,9979,0.743636136,,,avg_cell,UMMay,C61,30.39995,5151.87362,5.15187E-06,429.5459269,0.083376643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.79803333,,292,,,,,855,890,5650,0.801453681,,,avg_cell,UMMay,C64,31.04533,6349.702572,6.3497E-06,481.9094048,0.0758948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.18916667,,296,,,,,1000,1100,9979,0.74973704,,,avg_cell,UMMay,C65,28.62643,5353.994638,5.35399E-06,424.92583,0.079366129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.4069,,297,,,,,1130,1260,16329,0.816296536,,,avg_cell,UMMay,A,33.18199,8926.800839,8.9268E-06,590.7309251,0.066174987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.18916667,,298,,,,M,995,1000,9525,0.9525,,,avg_cell,UMMay,E,32.98473,7822.688261,7.82269E-06,551.3470418,0.070480508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.18916667,,299,,,,,760,875,5443,0.812482799,,,avg_cell,UMMay,G,33.97553,9051.244325,9.05124E-06,601.9048384,0.066499679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.4069,,300,,,,,960,1060,9072,0.761702614,,,avg_cell,UMMay,H,31.41798,7477.13093,7.47713E-06,526.0744289,0.070357793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,46.5803,,302,,,,,950,1050,5897,0.509405032,,,avg_cell,UMMay,I,39.70093,11754.00161,1.1754E-05,741.4532673,0.063080923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,46.5803,,304,,,,,841,942,4100,0.490491119,,,avg_cell,UMMay,L,34.47493,7594.422258,7.59442E-06,555.3792339,0.073129886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.18916667,,305,,,,,755,842,3450,0.577940089,,,avg_cell,UMMay,M,34.06915,7699.899348,7.6999E-06,555.9218494,0.072198587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,46.5803,,306,,,,,1060,1180,9525,0.579720906,,,avg_cell,UMMay,O,32.05395,7663.304054,7.6633E-06,537.9468594,0.070197771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,46.5803,,307,,,,,1000,1100,8618,0.647483095,,,avg_cell,UMMay,S,35.31858,9105.74907,9.10575E-06,615.5311364,0.067598078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,46.5803,,310,,,,,1100,1205,7200,0.411501437,,,avg_cell,UMMay,T,32.3943,7515.448741,7.51545E-06,535.5528424,0.071260261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.18916667,,312,,,,,972,1160,7400,0.474086678,,,avg_cell,UMMay,V,34.19965,9226.536582,9.22654E-06,609.7064017,0.066081828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.4069,,313,,,,,993,1112,9150,0.665436674,,,avg_cell,UMMay,X,38.30445,12113.05359,1.21131E-05,739.3362577,0.061036324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,46.5803,,323,,,,,800,890,3550,0.503568242,,,avg_nuclei,UMMay,B2,12.87518,481.1213188,4.81121E-07,85.42687614,0.177557869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,49.6247,,325,,,,,1200,1330,18144,0.771219699,,,avg_nuclei,UMMay,B3,14.48108,627.4639851,6.27464E-07,103.4630908,0.164890883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.40693333,,326,,,,,845,955,5650,0.648691688,,,avg_nuclei,UMMay,B9,15.45313,704.4430036,7.04443E-07,113.2457023,0.160759212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.79806667,,327,,,,,785,895,4750,0.662558918,,,avg_nuclei,UMMay,B10,15.3064,702.0681934,7.02068E-07,112.5166384,0.160264543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,46.5803,,329,,,,,720,805,3100,0.594256653,,,avg_nuclei,UMMay,B11,15.12863,665.2900619,6.6529E-07,108.8919786,0.163675943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.40693333,,330,,,,,761,820,3500,0.634784754,,,avg_nuclei,UMMay,B16,13.77558,529.3442102,5.29344E-07,92.68609828,0.175096084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.79803333,,331,,,,,960,1063,3650,0.30387367,,,avg_nuclei,UMMay,B17,14.14705,595.9345409,5.95935E-07,99.66043846,0.167233868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.4069,,332,,,,,941,1045,6750,0.591500208,,,avg_nuclei,UMMay,B21,15.53733,676.9588799,6.76959E-07,111.3165941,0.164436271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.79803333,,333,,,,,870,960,8000,0.904224537,,,avg_nuclei,UMMay,B22,14.35285,629.0139668,6.29014E-07,103.1311327,0.163956825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.4069,,334,,,,,922,1005,5000,0.49257438,,,avg_nuclei,UMMay,B23,13.96516,524.7096222,5.2471E-07,92.91226392,0.17707368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.4069,,335,,,,M,922,1005,7200,0.709307107,,,avg_nuclei,UMMay,B29,14.8812,537.7720003,5.37772E-07,97.09763237,0.180555388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.4069,,336,,,,,800,900,4720,0.647462277,,,avg_nuclei,UMMay,B30,14.88825,668.4391887,6.68439E-07,108.2787786,0.161987478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,50.8425,,338,,,,,940,1050,6750,0.583090379,,,avg_nuclei,UMMay,B40,14.91743,685.8729125,6.85873E-07,109.7891443,0.160072139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
