CC_Pop,avg_nuclei,rerun16,Sample_ID,HEXTag,DECTag,DPH,Sex,FLeng_mm,TLeng_mm,mass_g,K,SGR,DNA_pg,Celltype,Smear_Pop,Smr_samp,Diam_um,avg_volume_um3,avg_volume_uL,avg_surface_um2,SAVratio,Event_,n_CC,avg_allTLmm,allTL_sd,allTL_max,allTL_min,avg_allFLmm,allFL_sd,allFL_max,allFL_min,avg_allg,allg_sd,allg_max,allg_min,avg_allk,allK_sd,allK_max,allK_min,avg_allsgr,allsgr_sd,allsgr_max,allsgr_min,avg_allploidy,allploid_sd,allploid_max,allploid_min,avg_8ploidy,max_ploid,min_ploid,sd_ploid,avg_NDiam,sd_NDiam,min_NDiam,max_NDiam,avg_CDiam,sd_CDiam,min_CDiam,max_CDiam,avg_SCDiam,sd_SCDiam,min_SCDiam,max_SCDiam,avg_SNDiam,sd_SNDiam,min_SNDiam,max_SNDiam,n_smear,avg_Nvol_um3,sd_Nvol_um3,min_Nvol_um3,max_Nvol_um3,avg_Cvol_um3,sd_Cvol_um3,min_Cvol_um3,max_Cvol_um3,avg_Nvol_uL,sd_Nvol_uL,min_Nvol_uL,max_Nvol_uL,avg_Cvol_uL,sd_Cvol_uL,min_Cvol_uL,max_Cvol_uL,avg_Nsurf_um2,sd_Nsurf_um2,min_Nsurf_um2,max_Nsurf_um2,avg_Csurf_um2,sd_Csurf_um2,min_Csurf_um2,max_Csurf_um2,avg_CSAV,sd_CSAV,min_CSAV,max_CSAV,avg_NSAV,sd_NSAV,min_NSAV,max_NSAV
GRH_BR,53.27806667,,BR_1_,384.0A0303954C,900.043000239436,,,180,210,36.53,0.394449843,,,avg_shortN,NR,6258,8.1227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,52.0603,,BR_2_,384.0A03039531,900.043000239409,,,172,195,27.84,0.375461488,,,avg_shortN,NR,6260,9.905925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,52.6692,,BR_3_,384.0A0303964C,900.043000239692,,,160,185,21.59,0.340986714,,,avg_shortN,NR,6261,8.3210668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,52.0603,,BR4_,384.0A0303955D,900.043000239453,,,155,180,22.3,0.382373114,,,avg_shortN,NR,6262,8.567175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,52.0603,,BR5_,384.0A030395A3,900.043000239523,,,180,207,32.77,0.369458281,,,avg_shortN,NR,6337,7.904125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,52.0603,47.18916667,BR6,384.0A03039541,900.043000239425,,,175,201,28.09,0.345910358,,,avg_shortN,NR,6339,8.766575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,54.49586667,,BR7,384.0A03039568,900.043000239464,,,165,188,25.49,0.383615625,,,avg_shortN,NR,6340,8.38065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,53.887,53.2781,BR8,384.0A03039643,900.043000239683,,,180,207,33.89,0.382085479,,,avg_shortN,NR,6344,8.2257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,51.4514,,BR9,384.0A03039580,900.043000239488,,,176,202,29.76,0.361059535,,,avg_shortN,NR,6345,8.1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,51.4514,,BR10,384.0A030395E0,900.043000239584,,,190,218,37.39,0.360899254,,,avg_shortN,NR,6347,7.988325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,51.4514,,BR11,384.0A03039617,900.043000239639,,,184,210,34.76,0.375337437,,,avg_shortN,NR,6348,8.1487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,50.8425,,BR12,384.0A03039558,900.043000239448,,,194,219,47.37,0.450994287,,,avg_shortN,NR,6349,7.85735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,50.8425,,BR13,384.0A0303960E,900.043000239630,,,175,202,32.51,0.394423571,,,avg_shortN,NR,6501,8.4917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,52.0603,,BR14,384.0A0303962B,900.043000239659,,,178,207,32.64,0.367992624,,,avg_shortN,NR,6502,8.54375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,53.887,,BR15_,384.0A03039648,900.043000239688,,,182,210,34.76,0.375337437,,,avg_shortC,NR,221,20.8287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,52.0603,,BR16,384.0A030395A8,900.043000239528,,,183,213,39.32,0.406887829,,,avg_shortC,NR,300,21.12143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,50.8425,,BR17,384.0A03039503,900.043000239363,,,180,210,29.63,0.319943851,,,avg_shortC,NR,338,19.88593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,53.2781,,BR18,384.0A03039510,900.043000239376,,,184,210,34.71,0.374797538,,,avg_shortC,NR,342,20.6966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,52.0603,44.7536,BR19,384.0A0303959E,900.043000239518,,,190,219,39.77,0.378637171,,,avg_shortC,NR,343,19.22815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,52.0603,,BR20,384.0A0303953A,900.043000239418,,,165,192,24.55,0.346854881,,,avg_shortC,NR,402,20.62518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,52.6692,51.4514,BR21,384.0A0303952E,900.043000239406,,,160,186,21.88,0.340023149,,,avg_shortC,NR,921,17.9495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,53.27806667,,BR22,384.0A0303964A,900.043000239690,,,163,188,26.33,0.396257332,,,avg_shortC,NR,960,20.95018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,51.4514,,BR23,384.0A03039551,900.043000239441,,,164,184,25.7,0.41255291,,,avg_shortC,NR,1284,19.46065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,52.0603,,BR24,384.0A03039587,900.043000239495,,,160,184,24.64,0.395537109,,,avg_shortC,NR,4006,20.09525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,50.8425,,BR25,384.0A0303953D,900.043000239421,,,179,202,28.26,0.34286097,,,avg_shortC,NR,4172,19.10128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,59.9759,,BR26,384.0A03039560,900.043000239456,,,180,207,32.91,0.371036681,,,avg_shortC,NR,4208,19.9173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,52.0603,,BR27,384.0A03039642,900.043000239682,,,177,207,31.05,0.350066513,,,avg_shortC,NR,4557,17.95318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,50.8425,,BR28,384.0A03039511,900.043000239377,,,185,215,33.33,0.335366697,,,avg_shortC,NR,4847,20.22058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,52.6692,,BR29,384.0A0303959C,900.043000239516,,,173,200,29.53,0.369125,,,avg_shortC,NR,6100,20.31103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,51.4514,,BR30,384.0A03039598,900.043000239512,,,182,208,34.08,0.378712449,,,avg_shortC,NR,6181,20.03955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,52.0603,,BR31,384.0A030395C1,900.043000239553,,,195,225,43.08,0.378205761,,,avg_shortC,NR,6258,19.5667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,52.6692,,BR32,384.0A0303955B,900.043000239451,,,165,190,25.1,0.365942557,,,avg_shortC,NR,6260,21.05673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,52.0603,,BR33,384.0A03039625,900.043000239653,,,183,212,33.06,0.346972669,,,avg_shortC,NR,6261,20.47753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,51.4514,50.2336,BR34,384.0A030395BB,900.043000239547,,,178,208,32.35,0.359487903,,,avg_shortC,NR,6262,20.63025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,53.887,,BR35,384.0A030395CF,900.043000239567,,,165,190,26.44,0.385478933,,,avg_shortC,NR,6337,19.3308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,52.0603,,BR36,384.0A03039639,900.043000239673,,,193,224,44.11,0.392457834,,,avg_shortC,NR,6339,20.4063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,52.0603,,BR37,384.0A03039635,900.043000239669,,,178,206,32.72,0.374292939,,,avg_shortC,NR,6340,22.339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,52.0603,,BR38,384.0A0303955A,900.043000239450,,,175,201,28.14,0.346526076,,,avg_shortC,NR,6344,21.04068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,52.0603,,BR39,384.0A030395D9,900.043000239577,,,153,178,19.67,0.348774201,,,avg_shortC,NR,6345,19.1193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,50.2336,,BR40,384.0A030394FD,900.043000239357,,,170,194,28.45,0.389652154,,,avg_shortC,NR,6347,18.0321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,50.2336,,BR41,384.0A03039588,900.043000239496,,,184,207,34.1,0.384453078,,2.58878,avg_shortC,NR,6348,20.2811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,52.6692,50.2336,BR42,384.0A030394E9,900.043000239337,,,197,228,39.91,0.336726415,,,avg_shortC,NR,6349,20.41273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,52.0603,,BR43,384.0A03039570,900.043000239472,,,166,194,35.98,0.492783286,,,avg_shortC,NR,6501,19.27083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,52.6692,,BR44,384.0A030395CC,900.043000239564,,,178,207,28.85,0.325263088,,,avg_shortC,NR,6502,19.02668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,52.0603,,BR45,384.0A03039599,900.043000239513,,,180,205,34.71,0.402896069,,,avg_cell,NR,221,30.43873,6914.320081,6.91432E-06,497.9417881,0.072016016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,51.4514,50.2336,BR46,384.0A0303961F,900.043000239647,,,167,190,25.54,0.372357487,,,avg_cell,NR,300,31.00463,7242.221639,7.24222E-06,514.3275081,0.071017919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,51.4514,,BR47,384.0A0303960A,900.043000239626,,,175,201,30.72,0.378297124,,,avg_cell,NR,338,29.14133,6033.923558,6.03392E-06,455.1401587,0.075430216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,54.49586667,54.49586667,BR48,384.0A030395DA,900.043000239578,,,172,200,29.68,0.371,,,avg_cell,NR,342,30.81753,6911.852508,6.91185E-06,500.9411576,0.072475672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,51.4514,,BR49,384.0A03039616,900.043000239638,,,184,211,35.06,0.373219688,,,avg_cell,NR,343,28.59335,5535.268161,5.53527E-06,431.809729,0.078010625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,53.2781,,BR50,384.0A0303956C,900.043000239468,,,173,195,26.67,0.359682395,,,avg_cell,NR,402,30.7497,6849.123546,6.84912E-06,498.1137289,0.072726638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,52.6692,,BR51,384.0A03039607,900.043000239623,,,195,209,33.64,0.368482722,,,avg_cell,NR,921,28.26333,4767.894778,4.76789E-06,398.4424172,0.083567787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,52.0603,,BR52,384.0A030394C7,900.043000239303,,,175,197,24.6,0.321763242,,,avg_cell,NR,960,30.76053,7069.162317,7.06916E-06,506.1409246,0.07159843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,50.2336,,BR53,384.0A030395A0,900.043000239520,,,163,187,24.67,0.377263101,,,avg_cell,NR,1284,27.0297,5359.873399,5.35987E-06,413.1316322,0.077078618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,53.27477333,,BR54,384.0A03039603,900.043000239619,,,177,204,32.01,0.377046724,,,avg_cell,NR,4006,30.0273,6348.947448,6.34895E-06,473.914043,0.074644506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,51.4514,,BR55,384.0A0303954B,900.043000239435,,,185,209,32.77,0.358952996,,,avg_cell,NR,4172,27.83528,5317.642763,5.31764E-06,417.5879389,0.078528769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,48.40693333,,BR56,384.0A030395BA,900.043000239546,,,160,183,20.42,0.333198063,,,avg_cell,NR,4208,28.13003,5842.917408,5.84292E-06,440.0383642,0.075311413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,52.0603,,BR57,384.0A030394FE,900.043000239358,,,150,177,29.95,0.540103545,,,avg_cell,NR,4557,27.52325,4644.950686,4.64495E-06,388.0886857,0.083550658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,51.4514,,BR58,384.0A030395F5,900.043000239605,,,188,218,38.47,0.371323731,,,avg_cell,NR,4847,30.0911,6442.047214,6.44205E-06,477.8829697,0.074181848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,46.5803,,BR59,384.0A03039512,900.043000239378,,,156,178,22.09,0.39168389,,,avg_cell,NR,6100,29.21943,6311.524279,6.31152E-06,466.1155254,0.073851498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,50.8425,,BR60,384.0A030395D8,900.043000239576,,,158,182,24.79,0.411208765,,,avg_cell,NR,6181,28.10398,5909.386286,5.90939E-06,442.3292653,0.07485198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,52.6692,,BR61,384.0A030395A5,900.043000239525,,,185,219,41.38,0.393965455,,,avg_cell,NR,6258,27.7448,5561.800331,5.5618E-06,426.3723825,0.076660857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,51.4514,,BR62,384.0A03039604,900.043000239620,,,170,198,24.2,0.311759571,,,avg_cell,NR,6260,29.43295,6833.044858,6.83304E-06,486.7596862,0.071236132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,50.2336,,BR63,384.0A030395FE,900.043000239614,,M,170,198,29.06,0.374369138,,,avg_cell,NR,6261,28.6684,6294.441758,6.29444E-06,461.0742915,0.073251022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,52.0603,,BR64,384.0A030395D6,900.043000239574,,F,176,203,30.7,0.366986646,,,avg_cell,NR,6262,29.7895,6638.51312,6.63851E-06,482.6780906,0.072708765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,52.0603,,BR65,384.0A03039628,900.043000239656,,F,183,208,31.87,0.354153924,,,avg_cell,NR,6337,29.23265,5719.610625,5.71961E-06,443.8210492,0.077596375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,53.27801,,BR66,384.0A030395C0,900.043000239552,,F,183,211,36.01,0.383332601,,,avg_cell,NR,6339,29.89603,6518.395044,6.5184E-06,479.1457817,0.073506711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,52.0603,,BR67,384.0A03039581,900.043000239489,,F,169,195,27.77,0.37451744,,,avg_cell,NR,6340,28.30728,7396.465218,7.39647E-06,496.6514986,0.067147142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,50.2336,,BR68,384.0A0303950A,900.043000239370,,,170,193,28.15,0.39156735,,,avg_cell,NR,6344,31.35035,7267.090335,7.26709E-06,518.0742971,0.071290472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,52.0603,,BR69,384.0A030394F8,900.043000239352,,F,150,173,22.88,0.441893599,,,avg_cell,NR,6345,27.4933,5262.22567,5.26223E-06,412.8466264,0.078454755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,52.6692,,BR70,384.0A030394D1,900.043000239313,,F,170,193,25.85,0.359574281,,2.6853,avg_cell,NR,6347,26.88848,4577.807106,4.57781E-06,380.8048236,0.083184987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,53.2781,,BR71,384.0A03039514,900.043000239380,,M,188,215,40.48,0.407310048,,,avg_cell,NR,6348,26.33775,5672.314552,5.67231E-06,419.5271375,0.073960485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,51.4514,44.7536,BR72,384.0A03039547,900.043000239431,,F,183,210,34.77,0.375445416,,,avg_cell,NR,6349,29.0051,6328.126786,6.32813E-06,465.0132627,0.073483557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,50.8425,51.4514,BR73,384.0A03039612,900.043000239634,,F,205,238,47.35,0.351227985,,,avg_cell,NR,6501,26.746,5200.658095,5.20066E-06,404.8080515,0.077837851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,52.0603,,BR74,384.0A03039615,900.043000239637,,M,183,214,35.41,0.361313848,,,avg_cell,NR,6502,28.1765,5340.866172,5.34087E-06,421.056078,0.078836665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,52.0603,,BR75,384.0A030395F6,900.043000239606,,F,168,196,25.06,0.332822633,,,avg_nuclei,NR,221,12.77415,455.7955177,4.55796E-07,82.82121569,0.181706955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,53.27806667,,BR76,384.0A0303944A,900.043000239178,,,193,222,42.17,0.385429257,,,avg_nuclei,NR,300,12.6868,489.1153992,4.89115E-07,85.50121478,0.174807857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,51.4514,52.0603,BR77,384.0A0303946E,900.043000239214,,,183,213,35.87,0.371186837,,,avg_nuclei,NR,338,11.16208,364.0023176,3.64002E-07,69.18552009,0.1900689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,50.8425,,BR78,384.0A03039442,900.043000239170,,,173,197,27.6,0.361002661,,,avg_nuclei,NR,342,12.06485,430.8285641,4.30829E-07,78.25350131,0.181634896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,50.8425,,BR79,384.0A03039428,900.043000239144,,,190,222,37.87,0.34612772,,,avg_nuclei,NR,343,11.87778,407.3613406,4.07361E-07,75.50020213,0.185339635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,52.0603,44.76418667,BR80,384.0A03039436,900.043000239158,,,200,232,50.47,0.40417491,,,avg_nuclei,NR,402,11.97193,418.7040779,4.18704E-07,76.8468818,0.183535069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_BR,52.0603,,BR81,384.0A0303941E,900.043000239134,,,232,269,65.94,0.338759983,,,avg_nuclei,NR,921,11.43815,342.8523842,3.42852E-07,67.97074827,0.198250767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
